hour,day_of_week,solar_irradiance,cloud_cover,wind_speed,temperature,humidity,num_ev_charging,solar_output_kWh,wind_output_kWh,base_load_kWh,ev_energy_consumption_kWh,total_supply_kWh,total_demand_kWh
5,3,501.16273145749034,83.46685217897051,5.0068028211890105,34.16207723306961,26.92773176893057,30,37.43534343083404,115.8208590801454,686.7314081747052,245.80298650583086,153.25620251097945,932.534394680536
1,4,383.7724579774092,55.83921163286737,12.399746631960886,37.06679838251613,81.46970836070942,15,78.1973081006437,1701.8893004841902,750.1847674961587,92.48760204302515,1780.086608584834,842.6723695391838
20,1,972.0793354745572,3.109462194305601,4.3718440706005595,35.49610879314335,57.563194855498175,76,496.0723974050261,70.7111896437305,821.9767451973939,751.7234667712794,566.7835870487565,1573.7002119686733
0,5,159.15908399382982,46.140119082557604,2.471592028678289,26.650852987500922,22.624906232702102,22,30.274421836338735,10.457204833614938,542.090132443948,151.54889501696562,40.73162666995367,693.6390274609137
11,4,354.154196759495,46.27599408939731,10.59433221058511,28.348910214514063,65.02491021156985,13,69.13967185489419,838.3224146533241,568.759558483257,59.01989811393807,907.4620865082184,627.7794565971951
21,2,419.4814850898197,54.379849480460784,9.584334953015391,21.056904849617208,56.214303115415284,1,73.16304177855814,783.2382720367877,586.1358761554156,5.3240616882053295,856.4013138153459,591.459937843621
11,3,390.6935371009488,67.09589010435522,13.18423353893093,19.321368485469655,35.42586981939955,11,45.766278372316705,2110.799088225408,452.34098473865515,55.30523726160552,2156.5653665977247,507.64622200026065
16,6,665.8308276518625,1.9318403534340445,14.42887136724076,35.57502937228362,73.50978210279483,57,314.48980065751005,1941.9353287328256,731.3989497827004,426.7602719662263,2256.4251293903358,1158.1592217489267
9,5,215.51285754776885,50.20126243997505,12.85796380836831,34.95860401362076,85.34977758455861,55,51.1688677794455,1434.7232459521204,687.7160704608654,248.69357681667293,1485.8921137315658,936.4096472775383
15,1,221.07155281399181,58.830776938059074,0.9003269638240613,34.433995710922304,42.58784176904541,23,35.691865545095226,0.6365183529517499,706.4338583650627,240.39311533393456,36.32838389804697,946.8269736989973
14,6,729.2109485008531,34.3353386416052,9.967701494734023,26.58398265994087,54.57409779714583,36,181.9000391081966,748.2968832817792,603.5951068590703,405.50549472619235,930.1969223899757,1009.1006015852627
14,4,500.29051867817964,66.83652265904331,11.770986192960686,36.61269402111398,28.972249908890035,28,62.90402500408163,1346.0445037340628,718.9899556586039,167.64029614131897,1408.9485287381444,886.6302517999229
18,6,415.1556760573104,22.81777171291711,14.728930865252648,38.15580173377037,85.08598065933712,41,173.23798376750622,2702.999931944677,750.6529965979074,323.2472002244806,2876.237915712183,1073.900196822388
11,6,169.2030516772518,31.73723330674516,5.6199194926895055,23.208608616336118,42.31572417334631,17,56.446266482049076,161.60744139072486,589.8785308020216,138.5925767579334,218.05370787277394,728.471107559955
22,3,187.52722291216662,96.2755347424326,2.5482238090672182,20.617362294508894,33.634927858966805,2,3.262307406877817,15.260848859560216,519.0268229547656,23.76001946332714,18.523156266438033,542.7868424180928
19,6,10.551636815900544,34.807037086114015,12.793995926958317,26.60657576939958,53.49000737386188,76,2.8512962167112854,1491.1526334183825,635.1994441486647,343.89670365903885,1494.0039296350938,979.0961478077036
2,6,91.42626886170923,34.6500887365745,4.76200115448833,19.483158916864813,23.02977426508265,12,26.08605008995848,88.17279749170828,612.776841124026,112.11670730331795,114.25884758166676,724.893548427344
4,5,556.838694690241,59.568063582311524,8.973028436907883,37.10007212849742,37.69857818584834,28,82.82501339032216,469.1760344829792,702.7407917880706,189.45135623967818,552.0010478733013,892.1921480277488
18,3,891.8731300084098,97.09753298600602,5.848421463194998,23.449762501944235,24.73604155439876,65,14.227909708143926,187.398315043734,603.2153650920654,520.9392302985805,201.6262247518779,1124.154595390646
6,1,287.16476513055744,98.30804459530003,6.034893851379918,29.40429466351442,28.915980814593986,58,2.434291630141298,206.2028652426229,696.8403465767169,332.70404080265195,208.6371568727642,1029.5443873793688
20,4,327.74722589612816,57.965796367631604,10.986967187661774,29.867987397678128,27.851028560610764,47,65.34109292387622,954.6555573564425,625.259186479684,248.25109734625934,1019.9966502803187,873.5102838259434
8,3,115.6056106115122,0.10870198049325319,5.422126880099079,27.87469700864741,81.06939685125701,3,53.99304543639882,105.88619390982255,656.9077668817314,17.845567168616764,159.87923934622137,674.7533340503481
6,3,388.6309456071028,90.06565507683997,10.396126694557305,18.91314273557746,85.13043936242396,50,17.406886178760182,705.6668582176237,508.3612037328493,228.5047857032437,723.0737443963839,736.865989436093
17,0,37.22170456932916,57.02379645770481,0.21492683178453154,39.77501600233428,53.216551604610224,4,6.422352740042119,0.008240338879760119,790.8713944715397,24.898889509812964,6.43059307892188,815.7702839813527
3,3,917.6006962619002,36.599640828993586,4.86971085005814,19.315080731028242,64.12919614973417,38,229.95782100600866,73.51171214770349,565.7478935302946,361.8666802824908,303.4695331537122,927.6145738127855
13,0,673.1113481245287,82.91951410159383,4.78566047030494,33.78768401427274,68.71313280840988,40,52.87576614880285,95.60060096818451,661.5366072787298,368.4742192782197,148.47636711698738,1030.0108265569495
17,4,990.7488093932188,39.983245935020506,11.232529288450754,34.784071851378975,47.391932741044215,4,216.4638420668013,1234.7406593975263,685.0883959774284,33.74387857895476,1451.2045014643277,718.8322745563831
8,6,882.8231626784936,3.404450620026467,4.718356740384418,18.629092709031816,45.91473269300215,7,311.17002052985373,88.82489598830975,577.6633537451065,28.021695126344895,399.99491651816345,605.6850488714514
20,5,472.9905936981527,82.10722230570188,9.499906985476244,38.329087788747,67.28983134565686,55,39.113365050859194,815.0174841304813,651.4664995436736,275.3440799137649,854.1308491813405,926.8105794574385
1,5,519.6850311503769,54.58594010197623,10.327866031617972,27.19396906569321,46.37001606716669,24,126.02050638592796,827.6605840010233,576.8589116459774,257.8309303005435,953.6810903869513,834.6898419465209
19,4,190.57604651719384,33.81435382241962,9.876383162956728,30.722073964192166,60.6706663685124,51,67.2110466583519,925.7112142939319,692.4174524408328,314.8692548639456,992.9222609522838,1007.2867073047785
14,4,462.0393428395556,25.08923763538512,9.049405215729967,31.054651400869904,56.06349675680204,51,121.89059015936431,455.5886302573326,643.6270578950548,576.1771465402821,577.479220416697,1219.804204435337
6,2,903.0278734928116,59.37974594154256,6.20425274024092,27.623878139807516,56.7122420630687,6,136.26297780572497,154.06265121284778,616.6837553675792,65.97821350935918,290.3256290185727,682.6619688769384
11,6,50.85342363582113,20.804954822510012,5.5995746652571565,18.550551103028845,78.05512040135157,60,18.792190422703868,134.29495201250973,447.1031673725413,314.3649763844042,153.0871424352136,761.4681437569454
7,4,863.5568029983098,32.38508865570032,8.468760875638345,33.79383394728248,69.28399762290876,46,303.4464435882645,508.7387652524604,629.6929912204128,514.5199515491495,812.185208840725,1144.2129427695622
14,3,340.94780164260976,63.653030941398356,0.9555465372648947,29.54464587808731,87.24778578266651,65,67.02933355706134,0.5347868981864075,674.4771831496172,586.4741118925109,67.56412045524775,1260.951295042128
2,5,899.5127650963099,88.1544450405932,13.137297630772892,17.96701538143459,75.36836390761057,58,55.63269711763069,1875.0370859555255,481.90780646501264,524.4530776753134,1930.6697830731562,1006.360884140326
13,1,940.8799063414847,53.28903283915988,12.379727145455147,32.50804921584022,30.205476021992702,4,213.38433198713344,1371.6619233276062,609.9617559555714,43.28575569835506,1585.0462553147397,653.2475116539265
16,5,670.8648870019059,75.91063982990926,5.195770755557845,32.569081520162264,71.69383120998899,43,63.04372421395547,133.9334522961876,722.8941176644173,311.3391830043365,196.97717651014307,1034.2333006687538
3,0,664.4237865926779,76.30606037630419,8.502286850784468,28.712161152397876,66.59532877769948,41,57.38639295671324,499.87960767503466,637.6152328047175,405.1663612256876,557.2660006317479,1042.7815940304051
17,5,452.7543377087401,66.43539526593868,13.98341547276695,17.2637202572892,65.2230785657944,60,54.631970474446256,2283.53778986121,490.38948143883374,560.5268910497348,2338.1697603356565,1050.9163724885684
7,2,835.5402245437075,24.583833768051765,4.0745519611814505,23.81610077841823,53.65212383344026,62,297.68422486539225,66.17422625303445,584.5775800052085,630.6712752882835,363.85845111842673,1215.248855293492
3,6,961.6127584332831,86.6788598150242,11.136829015422801,16.273102690667525,24.37247438711905,49,45.7613602487273,1250.9901087763255,454.9402734533698,454.79406810229045,1296.7514690250528,909.7343415556602
1,4,775.0818003391192,43.62756556395665,1.2409771098150775,26.939900470659786,86.60393372570489,37,217.5259573602528,1.4817205689950683,587.5984466765353,171.6962209943866,219.00767792924785,759.294667670922
5,6,621.9367337567093,4.421074393570057,7.850582212064566,37.661178297351086,79.63472863070884,53,292.7584416971795,382.6007457735335,706.8700732048055,336.10946497960083,675.359187470713,1042.9795381844065
21,4,606.7928958213367,24.461267006952514,13.259536941709465,15.056324565323093,54.07656261883006,43,167.72542477829677,2002.9215914170925,491.12458312389003,495.33278031981615,2170.6470161953894,986.4573634437062
9,5,849.4699015836624,76.55483540993157,8.275639262236103,21.665966326060307,31.100667734156588,23,105.81837831807456,385.4468112708587,596.3986789431785,133.1102347127268,491.26518958893325,729.5089136559053
3,1,541.2037657712983,6.913333581748937,9.24379240255652,34.99647752870213,77.7130860499031,62,228.9143897168225,501.9251977091589,711.3491243627936,482.24115889729455,730.8395874259814,1193.5902832600882
21,1,803.8598862488227,14.73644021549112,13.614589399643162,15.246520845540163,50.147012378643005,38,363.8702024039419,1828.3056476201098,541.0791362303551,260.5061046294408,2192.1758500240517,801.5852408597959
17,2,508.88525517424574,69.42268160417045,10.730409600747043,15.254335926150167,47.30797464544516,11,82.51994237861828,1125.9927255661808,539.9182201546696,51.59428765281665,1208.512667944799,591.5125078074863
11,0,62.44427497392413,89.26007897275406,10.438045203363982,30.270464652359976,66.5767562352891,62,2.6115434792799226,799.4094940318948,579.0568841446465,337.86958973794464,802.0210375111748,916.9264738825912
1,5,383.9470089041552,63.373200505763684,8.795760331393476,34.72999391996461,73.1072778972856,8,59.92356154982938,443.8845100901049,725.8683704876403,50.34669576051018,503.8080716399343,776.2150662481505
9,4,444.4409576714987,22.22910538295546,9.494829212886275,34.41263543666677,24.398851563432068,78,130.2826009830956,588.5766778103173,673.6040944674598,601.110735067847,718.8592787934128,1274.7148295353068
3,5,141.6172449866172,5.341376324954861,12.05558136024926,34.48945051873217,73.7289491538459,21,67.69614260922535,1527.131015768684,624.3185182379458,230.9200295877105,1594.8271583779092,855.2385478256563
13,2,102.49632918921282,61.51265825503117,14.688496249458666,24.025158620441644,71.37583509461396,35,17.784194647426038,2679.7008448938864,598.7890391444914,284.37255900924566,2697.4850395413123,883.161598153737
15,3,535.4649496569541,4.739857793116398,11.929880310122819,37.06810360686147,61.24467273654305,73,273.2837369631914,1486.2028425014273,747.159082119253,672.7124970971967,1759.4865794646187,1419.8715792164496
14,3,85.14363655608214,61.2722051941757,10.613052474404943,15.320890034918422,43.6893240050694,27,12.914136728224742,871.2029082267982,538.9437408316944,200.00631276653914,884.117044955023,738.9500535982336
7,2,302.94516789008395,22.557994416109505,2.0331732541727225,22.804718419307513,31.536150307907953,55,114.41153360476538,8.071407813328998,520.4313993582882,602.8274348587977,122.48294141809438,1123.258834217086
13,4,744.5969759630759,90.46560624088296,12.256205811625398,23.429692370884748,27.18570784287043,28,38.893222620704535,1437.331173321431,620.9609363662502,260.427205716181,1476.2243959421355,881.3881420824312
22,6,964.4321795679808,47.50926684873619,11.039915510980546,19.13927814548853,20.08285856029976,4,244.5513248382233,1083.8141610170462,563.5238446284333,18.90016810046036,1328.3654858552695,582.4240127288937
7,2,717.8705805519286,22.393843330969567,11.556482931018508,23.405649324802482,34.4522122984465,3,202.65207205280646,1511.791046709128,597.2050321305078,23.460028974382375,1714.4431187619346,620.6650611048901
20,4,992.6255484528702,85.31453165585916,3.4664471736496787,29.647103251302724,48.79358790349811,50,68.17522355666802,41.30844515184893,620.754111735566,530.893681804101,109.48366870851694,1151.647793539667
15,1,698.3379712794027,25.40353984475083,13.551655448113916,28.00698281743456,37.05510319800591,14,201.06468345509893,2151.7948769001964,679.1288668793104,138.16939949853844,2352.8595603552953,817.2982663778489
12,2,293.7944706543275,30.65990765248755,1.4592205252029329,22.985683964613496,41.62853375235069,59,72.54386408327113,3.03856450986238,589.0933543634385,663.3068617521135,75.58242859313351,1252.400216115552
17,4,672.0525405053619,83.42778990554557,3.8041808353791984,33.73318784206138,47.33166907526932,25,46.44206542600396,44.95669815625892,741.0957397147728,145.5335677938977,91.39876358226289,886.6293075086705
14,2,702.1567651969038,30.879202980059596,9.945351574866026,32.86976446094518,41.57836159258018,22,195.697720359162,711.126008564045,604.7588152499811,259.98230089865433,906.823728923207,864.7411161486355
20,2,371.7269846164606,41.01637692306374,10.105716957465228,22.01741192701101,70.72347270611115,28,111.32918802438874,749.3077588787022,525.0928469604236,175.85739760284991,860.6369469030909,700.9502445632735
23,6,17.713850609389013,34.766567075886655,4.699868494512373,23.08070981944794,54.4208752415479,56,4.907975600926014,85.49897838742974,592.9251352764427,246.48058516110575,90.40695398835575,839.4057204375484
12,6,703.1997847754869,11.640031783037585,10.522796656677222,22.18800496580319,21.352900342642847,61,308.55585066548787,981.0995536072477,639.7351705910039,485.88824207188594,1289.6554042727355,1125.62341266289
8,4,21.70009527554162,3.8895812246826145,5.8189580648230805,18.221279162780387,35.86677619536124,58,7.367354608934549,152.86627081637084,618.318002860341,283.197174653075,160.2336254253054,901.5151775134161
14,4,631.1880780600711,72.45406740609813,0.002632737868849544,33.81954107402137,69.67607712441716,47,61.368392064843945,1.7399928846782785e-08,642.3966862078264,444.17291381963685,61.36839208224387,1086.5696000274634
12,0,163.61648874255508,64.51371239357206,2.439091984310753,16.156912762881227,41.065136630075,34,20.66189239932381,11.18298521507945,521.7993312884473,380.9513056437618,31.84487761440326,902.7506369322091
0,2,565.6035277480433,28.236606755205717,13.239274128272616,18.76451235258557,84.40992401893342,45,159.87105460749595,1646.1333373385055,525.8624500608996,511.683577854667,1806.0043919460015,1037.5460279155666
6,3,503.9130253806,29.55991249848785,3.3404101759412823,17.632612943696188,69.88648332131945,32,150.7847712915069,22.483064580180905,553.010609079978,283.40153412773407,173.2678358716878,836.4121432077121
8,2,13.513642306182572,94.50057830086813,1.6936550828831387,35.633474388108354,40.294888311574894,70,0.3504570798618062,4.801002558915906,726.5245894815371,579.7483276786797,5.1514596387777125,1306.2729171602168
23,2,362.86581699510344,98.76711272334921,10.233009088997918,16.100212884668775,56.14868923214109,9,2.4479460845554293,996.2417433834556,490.7539972809939,107.56738247077989,998.689689468011,598.3213797517737
0,4,601.0911673963027,47.34349032336935,6.610596636146042,31.61568224791397,66.70673211261189,47,133.21486167603348,244.4596738078158,637.4478414410074,405.86407033869483,377.67453548384924,1043.3119117797023
11,2,848.6065518987798,80.24517454814936,11.948864045964665,16.111864960270086,33.53561057359667,43,60.540400182987625,1590.36508244159,426.62347807278445,491.04566339140604,1650.9054826245776,917.6691414641905
7,5,888.6421138365173,73.66858758693654,12.921674018486822,34.661085098044985,37.23312275208036,69,91.01822345491453,1993.8050283713023,712.435373619223,781.9604679003244,2084.823251826217,1494.3958415195475
23,2,483.84997003322326,29.731770951204695,12.689833160808472,37.81785215984371,55.498662210357956,62,180.05011454413835,1987.7632221218305,721.1227753640117,391.59884274209946,2167.813336665969,1112.7216181061112
10,5,728.4224872994381,5.856271052047834,4.695138287953399,27.171079145864034,84.74263057432044,48,335.939259278229,78.08406779528077,560.2975187441835,197.28041302177076,414.02332707350973,757.5779317659543
18,6,316.45457653345767,14.255625713494002,7.583189069522462,35.11354502530739,44.08072568003307,71,137.8526326463254,358.42330714168247,716.9865116758231,533.4476556293674,496.27593978800786,1250.4341673051904
16,3,342.18640575865743,83.82941170007634,9.752126019704463,32.66026332125571,48.14912296704945,40,20.740877857664103,593.0691412933238,659.298253956054,435.63844355565146,613.810019150988,1094.9366975117055
7,4,194.46351918231375,73.12138199962811,4.829746309261859,34.89088230433668,33.34341474770595,38,19.70531712187593,111.09779574328688,734.7836871239601,406.1848019936503,130.8031128651628,1140.9684891176105
2,2,561.9481099932393,66.43348444622778,0.6164897302952721,34.169379988149714,61.52460866911766,22,70.25375196854239,0.2329089247120593,621.3582237937677,194.24577700583512,70.48666089325445,815.6040007996028
2,5,314.56415092736523,13.064883169664832,7.434965734453787,20.1341970934683,71.81055230756988,12,142.59479585829723,376.3211975917445,635.2407578439568,63.039207362139315,518.9159934500417,698.2799652060961
0,5,84.37089643850504,63.993068745052476,0.19227500198390535,27.48897525386974,50.84495864167343,52,11.90851650097907,0.00555622613597235,635.8557767181784,252.75648899483144,11.914072727115043,888.6122657130098
4,6,685.0060866631787,77.21523314931154,14.259684370889207,39.01035467815964,72.51745657618729,69,74.70320802270038,2315.6534433615375,767.0394406967245,802.9844550457944,2390.356651384238,1570.023895742519
9,5,707.7532076053982,86.06017498602905,11.950254691095397,23.58832361453729,41.18233063575702,56,44.71579471252224,1321.158100395779,533.9972834611553,412.7861615293952,1365.8738951083012,946.7834449905506
6,1,359.99241877905786,1.3231279193618217,2.880146647853918,39.26217726592661,69.4889092619951,75,163.00688545703653,17.137967674775748,795.8402673643587,688.8966100402456,180.14485313181228,1484.7368774046045
8,0,76.7233994560228,68.44751018784777,4.313576233378925,29.5790427858434,38.084117321931785,66,9.419075391614228,65.10220561767892,577.6467500292185,742.2964110964326,74.52128100929315,1319.9431611256512
6,3,426.2977174034259,1.9097655603204422,14.742578220291573,26.540285441644436,74.64546792400992,47,199.48119841858863,1991.022713536461,591.4210426343891,515.0798342965425,2190.5039119550497,1106.5008769309316
8,6,442.33545805021544,70.68728455434385,5.603228312119565,31.443936625655052,78.14491048094467,19,46.49887461058609,175.34900384346233,707.7049778641996,162.16928368386183,221.8478784540484,869.8742615480614
7,6,668.670884897893,63.56213647320048,11.755835361508385,35.395979279442344,75.84065678518522,61,133.68906629101517,1250.3651520506464,705.3684217776824,482.0977281195118,1384.0542183416617,1187.4661498971943
11,2,315.41639125868346,14.83478629189725,6.702232026288815,24.85520387126873,35.08308240954382,44,95.4563877751641,292.3167735210463,539.9345485631004,434.8112430159835,387.7731612962104,974.745791579084
1,1,682.5992797813054,76.61217513451302,12.961438861509153,15.823854377865949,68.5974606525757,62,57.47724286419951,1937.347058945007,545.508142183713,421.424263440375,1994.8243018092064,966.932405624088
0,2,871.4885417573884,6.834761818969115,10.556302622422635,32.720157449260284,57.69782711634445,7,336.89136221733287,842.237681939917,659.7793674167568,63.02187528702414,1179.1290441572498,722.801242703781
15,2,237.48604236219984,82.63987737446334,0.34365089836739027,38.90416961243463,89.02258929923333,25,21.286981967747725,0.027954958987926107,711.4085158894396,104.63048672192828,21.31493692673565,816.0390026113679
22,4,978.9195561198998,26.1929244848229,4.415848289088558,30.62466625690845,45.31037746853448,37,290.0436166136386,85.9588364988071,600.2315797899431,391.99651798217104,376.0024531124457,992.2280977721141
22,4,386.368137136807,68.8851862300665,8.369884723401787,19.710361963636835,73.98759469873283,40,53.42319508508122,532.9063562550728,590.9570315170088,479.37032807026895,586.329551340154,1070.3273595872777
23,4,267.2586851470617,92.36893410218703,13.892610661046307,21.20606330452776,45.90546819401219,1,7.211468639682157,1876.5736548659665,579.5003186072607,11.637651938871008,1883.7851235056487,591.1379705461318
4,1,421.5111825102905,33.98270246734489,1.5304484196223556,37.74376796578436,47.780023190782934,6,101.78455610003753,2.2475450588713772,704.7278323856847,41.274952345815095,104.03210115890892,746.0027847314998
2,2,94.39747590385916,50.28940779404192,9.017438065666004,15.339052390111766,27.76945290835682,24,22.129768053401378,644.3518137978025,420.7174103033293,197.97144615247936,666.4815818512038,618.6888564558087
11,0,125.70590651211566,46.31180339504504,4.532650971189863,28.718666636585436,36.77628300783339,50,26.244652835232362,67.16090146831141,611.6284321032333,294.48678524949275,93.40555430354377,906.1152173527261
7,3,414.4340469683314,15.761134906286811,13.339916730291604,18.966941129848895,31.513900060063584,49,170.66496037165683,1634.4953530711587,556.316178138008,314.771062894824,1805.1603134428155,871.087241032832
21,4,762.4445219391,59.03120104907617,11.477544144877697,22.069110880426983,31.144039273074895,63,158.3931700229564,1351.6749737378213,675.0629054325558,482.50243523292545,1510.0681437607777,1157.5653406654812
2,4,900.312239574491,74.3001918520948,5.54554083013928,22.674541237331503,20.631156935629928,11,120.33229483317436,148.66236040535193,548.8331981077052,109.74311980311384,268.9946552385263,658.5763179108191
0,6,664.8179907162709,91.68748289238192,2.506547458629205,20.48206869345819,75.56465386309335,52,20.820921710176197,12.481383395892076,599.2870758991891,215.439074588958,33.302305106068275,814.726150488147
2,2,105.21955523816973,85.08026016495128,0.1724695859594666,34.808801567653894,52.75518525577766,74,6.9246280883921765,0.005012563081864903,702.7098930471282,529.1142852057565,6.929640651474041,1231.8241782528846
4,2,672.019762180535,51.00193797280317,9.31701676007923,23.30522934946897,76.29172975725305,9,177.61719426496188,705.1395355886173,578.2673876266214,76.0677781192847,882.7567298535791,654.3351657459061
14,1,635.427920702972,71.90171545119348,6.091857114468657,23.637124781638448,62.87852864391634,60,90.06075095619836,216.4352292017585,545.1787427697709,343.287860249658,306.49598015795686,888.4666030194289
13,1,805.7639182933312,80.07834133738928,4.721347392911537,26.325170342336477,78.19363637363566,54,59.93747016254864,71.16830741525949,569.2549986221353,249.90279757748925,131.10577757780814,819.1577961996245
2,4,825.2486666521809,49.34887137383488,14.782534374552533,37.55738221851057,55.26355022662088,67,188.30801299951298,2321.502614509862,719.805779148392,557.211588594624,2509.8106275093746,1277.0173677430162
0,2,868.2030757789789,11.542756070426774,6.992132033404727,32.20432580066708,26.582871479718413,41,410.4715176005747,219.39868690666057,616.1466313712691,373.2016749113357,629.8702045072353,989.3483062826049
4,0,414.13151457909834,43.793076384737084,11.247589254681362,16.543742604194442,63.17345502637584,65,101.95532237785727,1027.104129101408,479.2023610932755,593.3211909957514,1129.0594514792654,1072.523552089027
22,3,697.8643953521442,84.24780382015649,2.6611862587685438,15.981548025914353,67.4435403583918,43,56.886429828487124,18.63353821787197,529.706466976686,294.6650284522439,75.5199680463591,824.3714954289298
13,2,268.25035892231074,59.6641405393735,0.20182886612720663,29.159730739425633,63.85529178107385,27,48.60054672218728,0.008099326297214484,631.0651892895671,159.27014792283853,48.608646048484495,790.3353372124056
6,6,999.3362799835043,72.44583770093391,6.26343929172024,37.17651404318019,76.09354206586059,77,102.25786495845536,222.16788742864046,737.1231853173376,443.7580464337946,324.4257523870958,1180.8812317511322
8,2,175.33424137685992,18.526802215258755,9.984972524139925,23.081286900014778,71.20494708043492,57,54.22187209953588,804.7802287314577,550.9841856784235,246.47891666613182,859.0021008309935,797.4631023445553
14,5,10.114431660835809,96.43377682110057,7.598980442751891,21.19429572255421,50.28427144392084,1,0.12961334094483445,400.32188167817185,604.8044631240822,5.477466815719774,400.4514950191167,610.281929939802
14,1,148.808714518176,40.408052949330944,13.356993864365865,33.70477613282698,77.33725588186704,54,34.50132814459839,1957.393393842511,701.129716227891,569.6378469110565,1991.8947219871093,1270.7675631389475
9,6,775.8722895441267,65.36355227177289,6.509690267807472,30.052284161745686,68.42505794998814,33,142.0861155396486,165.9001795833183,563.1407380244189,132.8055341609242,307.9862951229669,695.9462721853431
12,3,446.7836765082115,1.8872254590605264,4.665042197296368,29.125683558920127,28.42567169605077,19,210.4262561463132,81.28165342287436,649.3839968645299,82.67106758871407,291.70790956918756,732.055064453244
